ID,Name,Glottocode,Glottolog_Name,ISO639P3code,Macroarea,Latitude,Longitude,Family,SubGroup,DialectGroup
Asuri,Asuri,asur1254,Asuri,asr,Eurasia,21.57,83.46,Austroasiatic,Munda,Asuric
